"Customer","POS NO","PO NO","Standard","Destination","POS Receive Date","POS Delivery Date","Model/Type","Description","XXS","XS (48)","XS/S","S(50)","M(52)","L(54)","XL(56)","XXL","3XL","4XL","S/M","L/XL","Other"
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ENERGY GREEN/BLUE","","","","6","12","12","12","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","LIGHTNING WHITE","","","","6","12","12","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","HEAXAGON YELLOW","","","","6","12","12","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","FASTER RED","","","","6","12","12","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","FASTER YELLOW","","","","6","12","12","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM OPEN","ROSSO MUGELLO REPLICA","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","SIMONE CORSI REPLICA","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","ANDREA LOCATELLI REPLICA","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","LUCA MARCONI REPLICA","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","MIMETIC GREY","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","MIMETIC RED","","","","3","12","12","12","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ENERGY RED/YELLOW","","","","6","12","12","6","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","LOGOS MATT GREY","","","","6","12","12","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","IANNONE REPLICA GUN METAL","","","","6","12","12","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","ESPARGARO REPLICA BLUE","","","","6","12","12","6","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ALLSTAR BLACK/RED/GREEN","","","","","18","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ALLSTAR YELLOW/RED/GREEN","","","","","18","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","SUPERFLUO EDITION #1 GREEN/BLACK","","","","","12","12","12","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","IANNONE REPLICA WHITE (NO DUCATI LOGO)","","","","6","12","12","6","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","SPEEDSTAR","ZEROFOUR","","","","6","12","12","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ENERGY ANTHARCITE/RED","","","","6","12","12","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ARTWORK RED/BLUE","","","","3","12","12","6","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","LUCA MARCONI REPLICA","","","","6","12","12","6","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT CROSS OVER","PLAIN WHITE","","","","3","9","12","6","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM FF","ANDREA LOCATELLI REPLICA","","","","3","12","12","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM FF","LUCA MARCONI REPLICA","","","","3","12","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","KYT VENOM","SUPER FLUO EDITION #1 YELLOW/BLACK","","","","2","12","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","SUPERFLUO EDITION #1 RED/BLACK","","","","2","12","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","DIAMOND BLACK/WHITE","","","","","12","12","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","DIAMOND BLACK/RED","","","","","12","12","6","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT KYOTO","PLAIN WHITE","","","","3","9","9","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT CROSS OVER","POWER BLACK/RED","","","","3","9","9","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT CROSS OVER","K-RACING YELLOW/GREEN FLUO","","","","3","9","9","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT CROSS OVER","K-RACING RED/YELLOW FLUO","","","","3","9","9","6","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ESPARGARO 2017 REPLICA","","","","6","6","6","6","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","ENERGY ANTHARCITE/RED","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","HEXAGON RED/BLUE","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","ESPARGARO REPLICA GUN METAL","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","DIAMOND BLACK/WHITE","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","DIAMOND BLACK/RED","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","STRIKE BLACK/RED","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","SUPERFLUO #2 YELLOW FLUO/CARBON BLK/GREEN FLUO","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","SPOTLIGHT BLACK/RED FLUO","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","115","003/2018","ECE","THAILAND","Tuesday, 22 May 2018","ASAP","SR SPORT","DOVIZIOSO GP REPLICA DUCATI","","","","4","7","8","5","","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ESPARGARO 2017 REPLICA FUXIA (NEW)","","","","6","6","6","3","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ESPARGARO 2017 REPLICA GOLD","","","","6","6","6","3","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","ROSSO MUGELLO REPLICA ","","","","3","6","6","6","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","ANDREA LOCATELLI REPLICA","","","","6","6","6","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","MIMETIC GREY","","","","3","6","6","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","MIMETIC RED","","","","3","6","6","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","KYT KR 1","ESPARGARO REPLICA 2016","","","","9","9","2","","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","SPOTLIGHT BLACK/RED","","","","","6","6","6","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","ROSSO MUGELLO REPLICA (NO DUCATI LOGO)","","","","","6","6","6","","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","AXEL BASANI REPLICA","","","","2","6","6","2","2","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","PLAIN PEARL WHITE","","","","","6","6","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","PLAIN MATT BLACK","","","","","6","6","6","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","SIMONE CORSI REPLICA","","","","3","6","6","3","","","","","",""
"AMR INDUSTRI","231","0015","ECE","THAILAND","Tuesday, 16 October 2018","01 October 2018","KR-1","CARBON BLACK","","","","","8","5","5","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","ESPARGARO 2017 REPLICA","","","","3","12","","","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","ESPARGARO 2017 REPLICA FUXIA (NEW)","","","","3","12","","","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT FALCON","ESPARGARO REPLICA RED FLUO","","","","3","6","6","","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","SIMONE CORSI REPLICA 2016","","","","3","6","6","","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","CORSI REPLICA 2016","","","","5","5","2","","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT KYOTO","PLAIN MATT BLACK","","","","","3","3","3","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","TRACK MATT GREY","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","TRACK RED","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","LOGOS MATT GREY","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","LOGOS MATT RED","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","LOGOS MATT YELLOW","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ENERGY ANTHARCITE/RED","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ENERGY GREEN/BLUE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","ENERGY RED/YELLOW","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","LIGHTNING WHITE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","HEXAGON RED/BLUE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","PLAIN PEARL WHITE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","PLAIN MATT BLACK","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","ROSSO MUGELLO REPLICA (NO DUCATI LOGO)","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","IANNONE REPLICA WHITE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","IANNONE REPLICA GUN METAL","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","ESPARGARO REPLICA BLUE","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","ESPARGARO REPLICA RED FLUO","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT FALCON","ESPARGARO REPLICA GUN METAL","","","","2","2","2","2","2","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","AXEL BASANI REPLICA","","","","","6","3","","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","STRIKE BLACK/GREEN","","","","3","","3","3","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT KYOTO","PLAIN WHITE","","","","","3","3","3","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","CRUISER YELLOW FLUO","","","","2","2","2","1","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","CRUISER RED FLUO","","","","1","2","2","1","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","PHANTOM MATT ","","","","","2","2","2","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","SR SPORT","DOVZIOSO GP REPLICA","","","","2","2","2","","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","WHITE","","","","2","2","","","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","APAHE","","","","","2","2","","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","PLAIN WHITE","","","","1","1","1","1","","","","","",""
"AMR INDUSTRI","164","004.1/2018","ECE","THAILAND","Friday, 31 August 2018","01 September 2018","STELLAR","PLAIN MATT BLACK","","","","1","1","1","1","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT STRIKE EAGLE","PATRIOT BLUE/YELLOW","","","","2","","","","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT STRIKE EAGLE","WINGS WHITE/RED","","","","","1","1","","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT KYOTO CHEEK PAD + LINER","","","","","6","6","6","","","","","","18"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT VENOM OPEN CHEEK PAD + LINER","","","","3","6","6","6","","","","","","21"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT NF-R CHEEK PAD + LINER","","","","3","6","6","6","3","","","","","24"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","APEX VISOR IRIDIUM GOLD","","","","","","","","","","","","","3"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","APEX VISOR IRIDIUM SILVER","","","","","","","","","","","","","3"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","APEX VISOR IRIDIUM BLUE","","","","","","","","","","","","","3"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","APEX VISOR IRIDIUM","","","","","","","","","","","","","3"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","SR SPORT VISOR IRIDIUM","","","","","","","","","","","","","5"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","SR SPORT VISOR IRIDIUM GOLD","","","","","","","","","","","","","6"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","SR SPORT VISOR IRIDIUM SILVER","","","","","","","","","","","","","6"
"AMR INDUSTRI","146","BY E-MAIL (04-07-2018) REV. 1","ECE","THAILAND","Thursday, 05 July 2018","ASAP","KIT","KYT VENOM OPEN VISOR IRIDIUM","","","","","","","","","","","","","6"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT KYOTO VISOR CLEAR","","","","","","","","","","","","","15"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT NF-R IRIDIUM MIRROR CHROME ","","","","","","","","","","","","","15"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT VENOMM OPEN DARK SMOKE","","","","","","","","","","","","","20"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT VENOM OPEN IRIDIUM","","","","","","","","","","","","","20"
"AMR INDUSTRI","146","BY E-MAIL (04-07-2018) REV 01","ECE","THAILAND","Thursday, 05 July 2018","ASAP","KIT","KYT KR-1 TEAR OFF","","","","","","","","","","","","","20"
"AMR INDUSTRI","231","0015","ECE","THAILAND","Tuesday, 16 October 2018","01 October 2018","KIT","KR-1  VISOR DARK SMOKE","","","","","","","","","","","","","20"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","KYT NF-R IRIDIUM GOLD","","","","","","","","","","","","","25"
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KIT","SR SPORT PIVOT KIT","","","","","","","","","","","","","30"
