"Customer","POS NO","PO NO","Standard","Destination","POS Receive Date","POS Delivery Date","Model/Type","Description","XXS","XS (48)","XS/S","S(50)","M(52)","L(54)","XL(56)","XXL","3XL","4XL","S/M","L/XL","Other"
"MKA","036","180212 REV.4","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","SUPERFLUO CARBON YELLOW/RED","","","","","","30","","30","","","","",""
"MKA","036","180212 REV.4","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","SUPERFLUO CARBON YELLOW/GREEN","","","","","","30","","30","","","","",""
"MKA","062","180320 MAY REV.2","ECE","MALAYSIA","Tuesday, 24 April 2018","07 May 2018","KYT HELLCAT","SUPEFLUO CARBON YELLOW/RED","","","","","","30","","30","","","","",""
"MKA","062","180320 MAY REV.2","ECE","MALAYSIA","Tuesday, 24 April 2018","07 May 2018","KYT HELLCAT","SUPEFLUO CARBON YELLOW/GREEN","","","","","","30","","30","","","","",""
"MKA","063","180321 JUN REV.3","ECE","MALAYSIA","Monday, 30 July 2018","ASAP","KYT VENOM OPEN","ESPARGARO REPLICA 2016 NO SUZUKI","","","","","","30","","30","","","","",""
"MKA","063","180321 JUN REV.3","ECE","MALAYSIA","Monday, 30 July 2018","ASAP","KYT VENOM OPEN","ALEIX ESPARGARO GUN METAL","","","","","","30","","30","","","","",""
"MKA","063","180321 JUN REV.3","ECE","MALAYSIA","Monday, 30 July 2018","ASAP","KYT VENOM OPEN","ALEIX ESPARGARO 2017 REPLICA","","","","","","30","","30","","","","",""
"MKA","063","180321 JUN REV.3","ECE","MALAYSIA","Monday, 30 July 2018","ASAP","KYT VENOM OPEN","LOCATELLI REPLICA 2017","","","","","","30","","30","","","","",""
"MKA","063","180321 JUN REV.3","ECE","MALAYSIA","Monday, 30 July 2018","ASAP","KYT VENOM OPEN","AXEL BASANI REPLICA 2017","","","","","","30","","30","","","","",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT CONVAIR","PLAIN ANTHRACITE MATT","","","","","","","","","","","30","30",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT CONVAIR","PLAIN PEARL WHITE","","","","","","","","","","","30","30",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","SIMONE CORSI REPLICA","","","","","18","18","12","12","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","THITIPONG REPLICA 2016 (PINK)","","","","","18","18","18","6","","","","",""
"MKA","230","180723","ECE","VIETNAM","Monday, 15 October 2018","10 December 2018","VENOM MINI","PLAIN ANTRACHITE MATT","","","","","","30","","30","","","","",""
"MKA","230","180723","ECE","VIETNAM","Monday, 15 October 2018","10 December 2018","VENOM MINI","PLAIN WHITE GLOSS","","","","","","30","","30","","","","",""
"MKA","61","2ND & 3RD CONTAINNER","ECE","MALAYSIA","Monday, 28 March 2016","26 April 2016","VENOM OPEN","NEW IANNONE REPLICA WITH DUCATI LOGO","","","","","","","","","","","48","",""
"MKA","80","MKA/MSIA/TCK/160424","ECE","SINGAPORE","Monday, 25 April 2016","ASAP","VENOM FULL FACE","SHADOW BLACK RED FLUO","","","","24","","24","","","","","","",""
"MKA","80","MKA/MSIA/TCK/160424","ECE","SINGAPORE","Monday, 25 April 2016","ASAP","VENOM FULL FACE","SHADOW BLACK GUNMETAL","","","","24","","24","","","","","","",""
"MKA","80","MKA/MSIA/TCK/160424","ECE","SINGAPORE","Monday, 25 April 2016","ASAP","VENOM FULL FACE","IANNONE DUCATI LOGO REPLICA","","","","24","","24","","","","","","",""
"MKA","80","MKA/MSIA/TCK/160424","ECE","SINGAPORE","Monday, 25 April 2016","ASAP","VENOM FULL FACE","THITIPONG MOTO 2 REPLICA NO #10","","","","24","","24","","","","","","",""
"MKA","80","MKA/MSIA/TCK/160424","ECE","SINGAPORE","Monday, 25 April 2016","ASAP","VENOM FULL FACE","TOPPAN REPLICA WITHOUT TOPPAN NAME","","","","24","","24","","","","","","",""
"MKA","204","MKA/TCK/MSIA/161107","ECE","MALAYSIA","Friday, 11 November 2016","01 December 2016","VENOM FF","SIMONE CORDI REP. 2016","","","","","","","","","","","24","24",""
"MKA","153","MKA/TCK/SGP/160824 REV2","ECE","SINGAPORE","Thursday, 24 November 2016","25 November 2016","SR SPORT","DOVI REPLICA MUGELLO 2016","","","","8","18","14","8","","","","","",""
"MKA","1","MKA/TCK/SGP/161229","ECE","SINGAPORE","Wednesday, 11 January 2017","ASAP","KYT VENOM OPEN ","ALEIX ESPARGARO REP 2016","","","","","36","12","","","","","","",""
"MKA","38","MKA-170217","ECE","MALAYSIA","Monday, 20 February 2017","ASAP","KYT VENOM ( ECE SHELL WITH DOUBLE D RING)","IANNONE REPLICA 2015 NO DUCATI","","","","","","","","","","","24","24",""
"MKA","38","MKA-170217","ECE","MALAYSIA","Monday, 20 February 2017","ASAP","KYT VENOM ( ECE SHELL WITH DOUBLE D RING)","THITIPONG MOTO2 REPLICA 2015","","","","","","","","","","","24","24",""
"MKA","38","MKA-170217","ECE","MALAYSIA","Monday, 20 February 2017","ASAP","KYT VENOM ( ECE SHELL WITH DOUBLE D RING)","TOPPAN REPLICA","","","","","","","","","","","24","24",""
"MKA","38","MKA-170217","ECE","MALAYSIA","Wednesday, 22 February 2017","ASAP","KYT VENOM OPEN (ECE SHELL WITH DOUBLE D RING)","IANNONE REP 2015 NO DUCATI","","","","","","","","","","","24","24",""
"MKA","38","MKA-170217","ECE","MALAYSIA","Wednesday, 22 February 2017","ASAP","KYT VENOM OPEN (ECE SHELL WITH DOUBLE D RING)","THITIPONG MOTO2 REP 2015","","","","","","","","","","","24","24",""
"MKA","092","MKA/TCK/MSIA/170503FC","ECE","MALAYSIA","Wednesday, 03 May 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE D RING, DOUBLE VISOR)","PLAIN ATHRACITE","","","","","","","","","","","24","24",""
"MKA","093","MKA/TCK/MSIA/170502VH REV.02","ECE","MALAYSIA","Wednesday, 03 May 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","SUPERFLUO YELLOW","","","","","","","","48","","","","",""
"MKA","092","MKA/TCK/MSIA/170503FC","ECE","MALAYSIA","Wednesday, 10 May 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE D RING) (DOUBLE VISOR)","PLAIN ATHRACITE","","","","","","","","","","","24","24",""
"MKA","161","MKA/TCK/SGP/170715 REV 01","ECE","SINGAPORE","Monday, 24 July 2017","ASAP","KYT VENOM OPEN","THITIPONG REPLICA 2016 ","","","","","","36","12","","","","","",""
"MKA","161","MKA/TCK/SGP/170715 REV 01","ECE","SINGAPORE","Monday, 24 July 2017","ASAP","KYT VENOM OPEN","ESPAGARO WINTER TES 2017","","","","","","36","12","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 04 August 2017","ASAP","KYT NF-R (PINLOCK INCLUDE)","ESPAGARO GREY REPLICA","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT NF-R","LOGOS MATT RED","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT NF-R","LOGOS MATT GREY","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT VENOM OPEN","IANNONE REPLICA 2015 NO DUCATI","","","","","","48","","","","","","",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT NF-R","LOGOS MATT RED","","","","","24","","24","","","","","",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT NF-R","LOGOS MATT GREY","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT NF-R","LOGOS MATT RED","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT NF-R","LOGOS MATT GREY","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT VENOM OPEN","NINJA KID","","","","","","24","","24","","","","",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT NF-R (PINLOCK INCLUDE)","LOGOS MATT RED","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT NF-R (PINLOCK INCLUDE)","LOGOS MATT GREY","","","","","24","","24","","","","","",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT VENOM OPEN (DOUBLE VISOR)","NINJA KID","","","","","","24","","24","","","","",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN MATT ANTRACHITE","","","","","","24","","24","","","","",""
"MKA","182","170720 (REV 01)","ECE","MALAYSIA","Friday, 15 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ESPAGARO REPLICA GREY 2017","","","","","24","","24","","","","","",""
"MKA","182","170720 (REV 01)","ECE","MALAYSIA","Friday, 15 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ANDREA LOCATELLI REPLICA 2017","","","","","24","","24","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ESPAGARO REPLICA GREY 2017","","","","","24","24","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ANDREA LOCATELLI REPLICA 2017","","","","","24","24","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HYPER FLUO RED","","","","","24","24","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ESPAGARO REPLICA GREY 2017","","","","","24","24","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR (PINLOCK INCLUDE)","ANDREA LOCATELLI REPLICA 2017","","","","","24","24","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HYPER FLUO RED","","","","","24","24","","","","","","",""
"MKA","237","171017 N11","ECE","MALAYSIA","Wednesday, 18 October 2017","ASAP","KYT VENOM FULL FACE","ALEIX ESPARGARO REPLICA 2016(NO SUZUKI)","","","","","24","24","","","","","","",""
"MKA","237","171017 N11 REV 01","ECE","MALAYSIA","Monday, 30 October 2017","ASAP","KYT VENOM FULL FACE","ALEIX ESPARGARO REPLICA 2016(NO SUZUKI)","","","","","24","24","","","","","","",""
"MKA","237","171017 N11 REV 02","ECE","MALAYSIA","Tuesday, 21 November 2017","ASAP","KYT VENOM FULL FACE","ALEIX ESPARGARO REPLICA 2016(NO SUZUKI)","","","","","24","24","","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","MECH","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","ITALIA BLACK","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","SKULL","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","STRIPE MATT BLACK","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","STRIPE SILVER","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","AMERICANA","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","CAMOUFLAGE","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","RETRO","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","UNITED KINGDOM IVORY/BLACK/RED","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","BULL EYE WHITE/GREEN/RED","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","LUCKY EIGHT ORANGE/BLACK","","","","","","24","24","","","","","",""
"MKA","036","180220 VN1","ECE","VIETNAM","Wednesday, 21 February 2018","ASAP","KYT VOODOO","ARMY GREY","","","","","","24","24","","","","","",""
"MKA","036","180212 REV.1","ECE","MALAYSIA","Thursday, 01 March 2018","ASAP","KYT HELLCAT","PLAIN YELLOW FLUO","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.1","ECE","MALAYSIA","Thursday, 01 March 2018","ASAP","KYT HELLCAT","PLAIN WHITE GLOSS","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.2","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN YELLOW FLUO","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.2","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN WHITE GLOSS","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.3","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN YELLOW FLUO","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.3","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN WHITE GLOSS","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.4","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN YELLOW FLUO","","","","","","30","","18","","","","",""
"MKA","036","180212 REV.4","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT HELLCAT","PLAIN WHITE GLOSS","","","","","","30","","18","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","ALEIX ESPARGARO REPLICA GUN METAL","","","","","6","18","12","12","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","AXEL BASANI REPLICA","","","","","24","12","","12","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT VENOM OPEN","PLAIN ANTRACITE MATT","","","","","","24","18","","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT VENOM OPEN","PLAIN WHITE GLOSS","","","","","","24","18","","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN ANTHRACITE MATT","","","","","","18","12","12","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT VENOM OPEN","PLAIN ANTRACITE MATT","","","","","","24","18","","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT VENOM OPEN","PLAIN WHITE GLOSS","","","","","","24","18","","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN ANTHRACITE MATT","","","","","","18","12","12","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","PLAIN PEARL WHITE","","","","","12","12","12","6","","","","",""
"MKA","94","MKA/TCK/MSIA/160506","ECE","MALAYSIA","Monday, 09 May 2016","ASAP","SR SPORT","DOVI REPLICA MUGELLO 2015","","","","6","16","12","6","","","","","",""
"MKA","152","MKA/TCK/MSIA/160823","ECE","MALAYSIA","Monday, 03 October 2016","07 October 2016","VENOM OPEN","IANNONE REPLICA 2015 WITH DUCATI","","","","","","","","","","","24","12",""
"MKA","218","MKA/TCK/MSIA/161209","ECE","MALAYSIA","Friday, 09 December 2016","03 February 2016","VENOM OPEN","IANNONE REPLICA 2015 WITH DUCATI","","","","","","","","","","","24","12",""
"MKA","218","MKA/TCK/MSIA/161209","ECE","MALAYSIA","Wednesday, 25 January 2017","ASAP","KYT VENOM OPEN","IANNONE REP 2015 WITH DUCATI","","","","","24","","12","","","","","",""
"MKA","055","MKA/TCK/SGP/170321","ECE","SINGAPURA","Wednesday, 22 March 2017","ASAP","KYT VENOM OPEN FACE (DOUBLE D RING)","ESPARGARO WINTER TEST 2017","","","","","","","","","","","24","12",""
"MKA","055","MKA/TCK/SGP/170321","ECE","SINGAPURA","Wednesday, 22 March 2017","ASAP","KYT VENOM OPEN FACE (DOUBLE D RING)","MUGELLO ROSSO","","","","","","","","","","","24","12",""
"MKA","075","MKA/TCK/MSIA/170412HC","ECE","MALAYSIA","Wednesday, 12 April 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN ANTHARACITE MATT","","","","","","24","","12","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT NF-R","TRACK MATT GREY","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT NF-R","TRACK RED","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT NF-R","LOGOS MATT YELLOW","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01","ECE","MALAYSIA","Monday, 07 August 2017","ASAP","KYT VENOM FULL FACE  (DOUBLE VISOR)","LUCA MARCONI REPLICA","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT NF-R","TRACK MATT GREY","","","","","18","","18","","","","","",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT NF-R","TRACK RED","","","","","18","","18","","","","","",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT NF-R","LOGOS MATT YELLOW","","","","","18","","18","","","","","",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT VENOM FULL FACE (DOUBLE VISOR)","LUCA MARCONI REPLICA","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE VISOR)","PLAIN YELLOW FLUO","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE VISOR)","PLAIN ANTHRACITE","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE VISOR)","PLAIN PEARL WHITE","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE VISOR)","PLAIN MATT BLACK","","","","","","","","","","","18","18",""
"MKA","","170717","ECE","MALAYSIA","Tuesday, 22 August 2017","ASAP","KYT CONVAIR FLIP-UP (DOUBLE VISOR)","PLAIN BLACK GLOS","","","","","","","","","","","18","18",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT NF-R","TRACK MATT GREY","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT NF-R","TRACK RED","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT NF-R","LOGOS MATT YELLOW","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 01 REV 04","ECE","MALAYSIA","Friday, 25 August 2017","ASAP","KYT VENOM FULL FACE (DOUBLE VISOR)","LUCA MARCONI REPLICA","","","","","","","","","","","18","18",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT NF-R (PINLOCK INCLUDE)","TRACK RED","","","","","18","","18","","","","","",""
"MKA","181","170717 REV 05","ECE","MALAYSIA","Friday, 08 September 2017","ASAP","KYT NF-R (PINLOCK INCLUDE)","LOGOS MATT YELLOW","","","","","18","","18","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","ESPAGARO 2017 FUXIA","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON ORANGE","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON SILVER","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON YELLOW","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","ESPAGARO 2017 FUXIA","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON ORANGE","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON SILVER","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","HEXAGON YELLOW","","","","","18","18","","","","","","",""
"MKA","182","170720","ECE","MALAYSIA","Friday, 29 September 2017","ASAP","KYT NFR","ALEX BASANI","","","","","18","18","","","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT VENOM OPEN","THITIPONG REPLICA 2016 (PINK)","","","","","","24","12","","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT VENOM OPEN","ANDREA LOCATELLI REPLICA 2017","","","","","","24","12","","","","","",""
"MKA","233","170928","ECE","SINGAPURA","Friday, 29 September 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN WHITE GLOSS","","","","","","12","12","12","","","","",""
"MKA","237","171017 N11","ECE","MALAYSIA","Wednesday, 18 October 2017","ASAP","KYT NFR","ESPARGARO REPLICA GREY 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11","ECE","MALAYSIA","Wednesday, 18 October 2017","ASAP","KYT NFR","AXEL BASANI 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11","ECE","MALAYSIA","Wednesday, 18 October 2017","ASAP","KYT NFR","ANDRA LOCATELLI REPLICA 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 01","ECE","MALAYSIA","Monday, 30 October 2017","ASAP","KYT NFR","ESPARGARO REPLICA GREY 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 01","ECE","MALAYSIA","Monday, 30 October 2017","ASAP","KYT NFR","AXEL BASANI 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 01","ECE","MALAYSIA","Monday, 30 October 2017","ASAP","KYT NFR","ANDRA LOCATELLI REPLICA 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 02","ECE","MALAYSIA","Tuesday, 21 November 2017","ASAP","KYT NFR","ESPARGARO REPLICA GREY 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 02","ECE","MALAYSIA","Tuesday, 21 November 2017","ASAP","KYT NFR","AXEL BASANI 2017","","","","","18","18","","","","","","",""
"MKA","237","171017 N11 REV 02","ECE","MALAYSIA","Tuesday, 21 November 2017","ASAP","KYT NFR","ANDRA LOCATELLI REPLICA 2017","","","","","18","18","","","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT VENOM OPEN","THITIPONG REPLICA 2016 (PINK)","","","","","","24","12","","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT VENOM OPEN","ANDREA LOCATELLI REPLICA 2017","","","","","","24","12","","","","","",""
"MKA","223","170928","ECE","SINGAPORE","Thursday, 23 November 2017","ASAP","KYT HELLCAT (SINGLE VISOR)","PLAIN WHITE GLOSS","","","","","","12","12","12","","","","",""
"MKA","036","180212 REV.2","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT NF-R","PLAIN MATT BLACK","","","","","18","18","","","","","","",""
"MKA","036","180212 REV.3","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT NF-R","PLAIN MATT BLACK","","","","","18","18","","","","","","",""
"MKA","036","180212 REV.4","ECE","MALAYSIA","Tuesday, 06 March 2018","ASAP","KYT NF-R","PLAIN MATT BLACK","","","","","18","18","","","","","","",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT NF-R","TRACK MATT GREY","","","","","","","","","","","18","18",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT NF-R","ENERGY GREEN/BLUE","","","","","","","","","","","18","18",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT NF-R","ENERGY ANTHRACITE/RED MATT","","","","","","","","","","","18","18",""
"MKA","168","180801 NFCV","ECE","MALAYSIA","Thursday, 02 August 2018","01 October 2018","KYT NF-R","ENERGY RED/YELLOW","","","","","","","","","","","18","18",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","THITIPONG REPLICA 2016 (PINK)","","","","","18","6","12","","","","","",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","ALEIX ESPARGARO REPLICA GUN METAL","","","","","","12","12","12","","","","",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","PLAIN PEARL WHITE","","","","","6","12","12","6","","","","",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","PLAIN MATT ANTHRACITE","","","","","12","12","12","","","","","",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT VENOM OPEN","MERDEKA 2018","","","","","12","12","12","","","","","",""
"MKA","188","180901","ECE","SINGAPORE","Monday, 03 September 2018","01 October 2018","KYT HELLCAT","AN-YU REPLICA","","","","","12","6","12","6","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","LUCA MARCONI REPLICA","","","","","6","12","12","6","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT VENOM OPEN","ESPARGARO REPLICA 2016","","","","","12","6","12","6","","","","",""
"MKA","188","180901 (REV 01)","ECE","SINGAPORE","Thursday, 11 October 2018","01 October 2018","KYT HELLCAT","AN-YU REPLICA","","","","","12","6","12","6","","","","",""
